sample_name	sample_name_noQiitaPrepID	sample_name_noQiitaIDs	alpha_16S_rar5k_richness	alpha_16S_rar5k_shannon	alpha_16S_rar5k_faithspd	sample_name_shotgun	alpha_shotgun_rar35k_20k_richness	alpha_shotgun_rar35k_20k_shannon	alpha_shotgun_rar35k_20k_faithspd	bead_beating	biomass_plate	biomass_sample	biomass_sample_long	biomass_sample_3groups	collection_timestamp	description	dna_conc	dna_ng_ul	dna_extracted	shotgun_lib_ng_ul	rna_ng_ul	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	extraction_protocol	extraction_protocol_short	extraction_kit	extraction_kit_id	extraction_vendor	fresh_frozen	gdna_well_id	gdna_well_row	gdna_well_column	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_taxid	host_weight	host_weight_units	incubation	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	round	sample_number	sample_technical_replicate	sample_type	sample_type_2	sample_type_3	host_subject_id	unique_sample_id	scientific_name	sex	storage_solution	swab_type	taxon_id	title	read_count_16s	read_count_shotgun
90990.12201.bacsu.para.d3.microbiome20.H	12201.bacsu.para.d3.microbiome20.H	bacsu.para.d3.microbiome20.H	34	1.506784391	6.562447539	bacsu_para_d3_microbiome20_H	NA	NA	NA	20 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.006	TRUE	0.049	0.1018	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	C12	C	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d3	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	10918	95109
90990.12201.bacsu.para.d2.microbiome20.H	12201.bacsu.para.d2.microbiome20.H	bacsu.para.d2.microbiome20.H	16	1.05793858	3.470099066	bacsu_para_d2_microbiome20_H	NA	NA	NA	20 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0	TRUE	0.092	0.097	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	B12	B	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d2	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	13754	103852
90990.12201.bacsu.para.d1.microbiome20.H	12201.bacsu.para.d1.microbiome20.H	bacsu.para.d1.microbiome20.H	16	0.887079021	4.551007434	bacsu_para_d1_microbiome20_H	NA	NA	NA	20 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0	TRUE	0.049	0.0922	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	A12	A	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d1	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	25362	884393
91743.12201.bacsu.para.d1.qiagen.H	12201.bacsu.para.d1.qiagen.H	bacsu.para.d1.qiagen.H	9	0.895391687	2.032214518	bacsu_para_d1_qiagen_H	NA	NA	NA	20 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.052	TRUE	0.081	0.0914	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	A12	A	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d1	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	24698	1445072
91743.12201.bacsu.para.d7.qiagen.H	12201.bacsu.para.d7.qiagen.H	bacsu.para.d7.qiagen.H	246	4.756397895	21.30928161	bacsu_para_d7_qiagen_H	NA	NA	NA	20 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.053	TRUE	0.021	0.1766	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	G12	G	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d7	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	9829	10401
91743.12201.bacsu.para.d2.qiagen.H	12201.bacsu.para.d2.qiagen.H	bacsu.para.d2.qiagen.H	6	0.952895189	1.292430047	bacsu_para_d2_qiagen_H	NA	NA	NA	20 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0	TRUE	0.078	0.126	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	B12	B	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d2	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	14338	21145
91743.12201.bacsu.para.d3.qiagen.H	12201.bacsu.para.d3.qiagen.H	bacsu.para.d3.qiagen.H	100	2.080055187	12.39248621	bacsu_para_d3_qiagen_H	NA	NA	NA	20 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.058	TRUE	0.092	0.1262	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	C12	C	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d3	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	9841	7768
91743.12201.bacsu.para.d4.microbiome2.H	12201.bacsu.para.d4.microbiome2.H	bacsu.para.d4.microbiome2.H	NA	NA	NA	bacsu_para_d4_microbiome2_H	NA	NA	NA	2 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.019	TRUE	0.071	0.1068	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	D12	D	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d4	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	4596	7357
90990.12201.bacsu.para.d4.microbiome20.H	12201.bacsu.para.d4.microbiome20.H	bacsu.para.d4.microbiome20.H	NA	NA	NA	bacsu_para_d4_microbiome20_H	NA	NA	NA	20 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.008	TRUE	0.052	0.1264	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	D12	D	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d4	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	6695	40759
91743.12201.bacsu.para.d4.qiagen.H	12201.bacsu.para.d4.qiagen.H	bacsu.para.d4.qiagen.H	NA	NA	NA	bacsu_para_d4_qiagen_H	NA	NA	NA	20 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.035	TRUE	0.061	0.1018	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	D12	D	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d4	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	3293	283
91743.12201.bacsu.para.d5.microbiome2.H	12201.bacsu.para.d5.microbiome2.H	bacsu.para.d5.microbiome2.H	NA	NA	NA	bacsu_para_d5_microbiome2_H	NA	NA	NA	2 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.027	TRUE	0.083	0.0822	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	E12	E	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d5	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	209	686
90990.12201.bacsu.para.d5.microbiome20.H	12201.bacsu.para.d5.microbiome20.H	bacsu.para.d5.microbiome20.H	NA	NA	NA	bacsu_para_d5_microbiome20_H	NA	NA	NA	20 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.014	TRUE	0.068	0.1016	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	E12	E	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d5	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	3528	13586
91743.12201.bacsu.para.d5.qiagen.H	12201.bacsu.para.d5.qiagen.H	bacsu.para.d5.qiagen.H	NA	NA	NA	bacsu_para_d5_qiagen_H	NA	NA	NA	20 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.045	TRUE	0.052	0.1166	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	E12	E	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d5	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	NA	221
91743.12201.bacsu.para.d6.microbiome2.H	12201.bacsu.para.d6.microbiome2.H	bacsu.para.d6.microbiome2.H	NA	NA	NA	bacsu_para_d6_microbiome2_H	NA	NA	NA	2 min. at 30 Hz	high	variable	Variable biomass	variable	5/13/20	Bacillus subtilis and Paracoccus denitrificans cultured cells	not collected	0.024	TRUE	0.081	0.1606	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	F12	F	12	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	cultured cells	two strains	one Gram-positive strain and one Gram-negative strain	Bacillus subtilis and Paracoccus denitrificans	bacsu.para.d6	Bacillus subtilis and Paracoccus denitrificans	not applicable	culture media	not applicable	1423 and 266	Knight sample set for testing	328	273856
